sample_id,video_path,label,crash_ego,weather,timing
TRAIN_0384,./train/TRAIN_0384.mp4,2,2.0,0,1
TRAIN_0385,./train/TRAIN_0385.mp4,1,2.0,0,0
TRAIN_0386,./train/TRAIN_0386.mp4,0,0.0,-1,-1
TRAIN_0387,./train/TRAIN_0387.mp4,0,0.0,-1,-1
TRAIN_0388,./train/TRAIN_0388.mp4,0,0.0,-1,-1
TRAIN_0389,./train/TRAIN_0389.mp4,0,0.0,-1,-1
TRAIN_0390,./train/TRAIN_0390.mp4,0,0.0,-1,-1
TRAIN_0391,./train/TRAIN_0391.mp4,0,0.0,-1,-1
TRAIN_0392,./train/TRAIN_0392.mp4,0,0.0,-1,-1
TRAIN_0393,./train/TRAIN_0393.mp4,0,0.0,-1,-1
TRAIN_0394,./train/TRAIN_0394.mp4,1,2.0,0,0
TRAIN_0395,./train/TRAIN_0395.mp4,0,0.0,-1,-1
TRAIN_0396,./train/TRAIN_0396.mp4,1,2.0,0,0
TRAIN_0397,./train/TRAIN_0397.mp4,0,0.0,-1,-1
TRAIN_0398,./train/TRAIN_0398.mp4,0,0.0,-1,-1
TRAIN_0399,./train/TRAIN_0399.mp4,7,1.0,0,0
TRAIN_0400,./train/TRAIN_0400.mp4,1,2.0,0,0
TRAIN_0401,./train/TRAIN_0401.mp4,1,2.0,0,0
TRAIN_0402,./train/TRAIN_0402.mp4,7,1.0,0,0
TRAIN_0403,./train/TRAIN_0403.mp4,7,1.0,0,0
TRAIN_0404,./train/TRAIN_0404.mp4,1,2.0,0,0
TRAIN_0405,./train/TRAIN_0405.mp4,0,0.0,-1,-1
TRAIN_0406,./train/TRAIN_0406.mp4,0,0.0,-1,-1
TRAIN_0407,./train/TRAIN_0407.mp4,0,0.0,-1,-1
TRAIN_0408,./train/TRAIN_0408.mp4,0,0.0,-1,-1
TRAIN_0409,./train/TRAIN_0409.mp4,7,1.0,0,0
TRAIN_0410,./train/TRAIN_0410.mp4,0,0.0,-1,-1
TRAIN_0411,./train/TRAIN_0411.mp4,11,1.0,2,0
TRAIN_0412,./train/TRAIN_0412.mp4,0,0.0,-1,-1
TRAIN_0413,./train/TRAIN_0413.mp4,0,0.0,-1,-1
TRAIN_0414,./train/TRAIN_0414.mp4,0,0.0,-1,-1
TRAIN_0415,./train/TRAIN_0415.mp4,5,2.0,2,0
TRAIN_0416,./train/TRAIN_0416.mp4,0,0.0,-1,-1
TRAIN_0417,./train/TRAIN_0417.mp4,0,0.0,-1,-1
TRAIN_0418,./train/TRAIN_0418.mp4,0,0.0,-1,-1
TRAIN_0419,./train/TRAIN_0419.mp4,1,2.0,0,0
TRAIN_0420,./train/TRAIN_0420.mp4,0,0.0,-1,-1
TRAIN_0421,./train/TRAIN_0421.mp4,0,0.0,-1,-1
TRAIN_0422,./train/TRAIN_0422.mp4,0,0.0,-1,-1
TRAIN_0423,./train/TRAIN_0423.mp4,0,0.0,-1,-1
TRAIN_0424,./train/TRAIN_0424.mp4,0,0.0,-1,-1
TRAIN_0425,./train/TRAIN_0425.mp4,7,1.0,0,0
TRAIN_0426,./train/TRAIN_0426.mp4,0,0.0,-1,-1
TRAIN_0427,./train/TRAIN_0427.mp4,0,0.0,-1,-1
TRAIN_0428,./train/TRAIN_0428.mp4,0,0.0,-1,-1
TRAIN_0429,./train/TRAIN_0429.mp4,0,0.0,-1,-1
TRAIN_0430,./train/TRAIN_0430.mp4,0,0.0,-1,-1
TRAIN_0431,./train/TRAIN_0431.mp4,0,0.0,-1,-1
TRAIN_0432,./train/TRAIN_0432.mp4,0,0.0,-1,-1
TRAIN_0433,./train/TRAIN_0433.mp4,7,1.0,0,0
TRAIN_0434,./train/TRAIN_0434.mp4,0,0.0,-1,-1
TRAIN_0435,./train/TRAIN_0435.mp4,0,0.0,-1,-1
TRAIN_0436,./train/TRAIN_0436.mp4,0,0.0,-1,-1
TRAIN_0437,./train/TRAIN_0437.mp4,0,0.0,-1,-1
TRAIN_0438,./train/TRAIN_0438.mp4,0,0.0,-1,-1
TRAIN_0439,./train/TRAIN_0439.mp4,0,0.0,-1,-1
TRAIN_0440,./train/TRAIN_0440.mp4,0,0.0,-1,-1
TRAIN_0441,./train/TRAIN_0441.mp4,11,1.0,2,0
TRAIN_0442,./train/TRAIN_0442.mp4,0,0.0,-1,-1
TRAIN_0443,./train/TRAIN_0443.mp4,0,0.0,-1,-1
TRAIN_0444,./train/TRAIN_0444.mp4,0,0.0,-1,-1
TRAIN_0445,./train/TRAIN_0445.mp4,0,0.0,-1,-1
TRAIN_0446,./train/TRAIN_0446.mp4,0,0.0,-1,-1
TRAIN_0447,./train/TRAIN_0447.mp4,0,0.0,-1,-1
TRAIN_0448,./train/TRAIN_0448.mp4,0,0.0,-1,-1
TRAIN_0449,./train/TRAIN_0449.mp4,0,0.0,-1,-1
TRAIN_0450,./train/TRAIN_0450.mp4,0,0.0,-1,-1
TRAIN_0451,./train/TRAIN_0451.mp4,0,0.0,-1,-1
TRAIN_0452,./train/TRAIN_0452.mp4,0,0.0,-1,-1
TRAIN_0453,./train/TRAIN_0453.mp4,0,0.0,-1,-1
TRAIN_0454,./train/TRAIN_0454.mp4,0,0.0,-1,-1
TRAIN_0455,./train/TRAIN_0455.mp4,0,0.0,-1,-1
TRAIN_0456,./train/TRAIN_0456.mp4,7,1.0,0,0
TRAIN_0457,./train/TRAIN_0457.mp4,7,1.0,0,0
TRAIN_0458,./train/TRAIN_0458.mp4,0,0.0,-1,-1
TRAIN_0459,./train/TRAIN_0459.mp4,0,0.0,-1,-1
TRAIN_0460,./train/TRAIN_0460.mp4,0,0.0,-1,-1
TRAIN_0461,./train/TRAIN_0461.mp4,7,1.0,0,0
TRAIN_0462,./train/TRAIN_0462.mp4,0,0.0,-1,-1
TRAIN_0463,./train/TRAIN_0463.mp4,0,0.0,-1,-1
TRAIN_0464,./train/TRAIN_0464.mp4,0,0.0,-1,-1
TRAIN_0465,./train/TRAIN_0465.mp4,1,2.0,0,0
TRAIN_0466,./train/TRAIN_0466.mp4,0,0.0,-1,-1
TRAIN_0467,./train/TRAIN_0467.mp4,0,0.0,-1,-1
TRAIN_0468,./train/TRAIN_0468.mp4,0,0.0,-1,-1
TRAIN_0469,./train/TRAIN_0469.mp4,0,0.0,-1,-1
TRAIN_0470,./train/TRAIN_0470.mp4,0,0.0,-1,-1
TRAIN_0471,./train/TRAIN_0471.mp4,0,0.0,-1,-1
TRAIN_0472,./train/TRAIN_0472.mp4,0,0.0,-1,-1
TRAIN_0473,./train/TRAIN_0473.mp4,0,0.0,-1,-1
TRAIN_0474,./train/TRAIN_0474.mp4,7,1.0,0,0
TRAIN_0475,./train/TRAIN_0475.mp4,0,0.0,-1,-1
TRAIN_0476,./train/TRAIN_0476.mp4,0,0.0,-1,-1
TRAIN_0477,./train/TRAIN_0477.mp4,0,0.0,-1,-1
TRAIN_0478,./train/TRAIN_0478.mp4,0,0.0,-1,-1
TRAIN_0479,./train/TRAIN_0479.mp4,0,0.0,-1,-1
TRAIN_0480,./train/TRAIN_0480.mp4,1,2.0,0,0
TRAIN_0481,./train/TRAIN_0481.mp4,0,0.0,-1,-1
TRAIN_0482,./train/TRAIN_0482.mp4,9,1.0,1,0
TRAIN_0483,./train/TRAIN_0483.mp4,0,0.0,-1,-1
TRAIN_0484,./train/TRAIN_0484.mp4,0,0.0,-1,-1
TRAIN_0485,./train/TRAIN_0485.mp4,0,0.0,-1,-1
TRAIN_0486,./train/TRAIN_0486.mp4,0,0.0,-1,-1
TRAIN_0487,./train/TRAIN_0487.mp4,7,1.0,0,0
TRAIN_0488,./train/TRAIN_0488.mp4,1,2.0,0,0
TRAIN_0489,./train/TRAIN_0489.mp4,0,0.0,-1,-1
TRAIN_0490,./train/TRAIN_0490.mp4,0,0.0,-1,-1
TRAIN_0491,./train/TRAIN_0491.mp4,0,0.0,-1,-1
TRAIN_0492,./train/TRAIN_0492.mp4,1,2.0,0,0
TRAIN_0493,./train/TRAIN_0493.mp4,0,0.0,-1,-1
TRAIN_0494,./train/TRAIN_0494.mp4,7,1.0,0,0
TRAIN_0495,./train/TRAIN_0495.mp4,7,1.0,0,0
TRAIN_0496,./train/TRAIN_0496.mp4,0,0.0,-1,-1
TRAIN_0497,./train/TRAIN_0497.mp4,7,1.0,0,0
TRAIN_0498,./train/TRAIN_0498.mp4,0,0.0,-1,-1
TRAIN_0499,./train/TRAIN_0499.mp4,0,0.0,-1,-1
TRAIN_0500,./train/TRAIN_0500.mp4,3,2.0,1,0
TRAIN_0501,./train/TRAIN_0501.mp4,1,2.0,0,0
TRAIN_0502,./train/TRAIN_0502.mp4,0,0.0,-1,-1
TRAIN_0503,./train/TRAIN_0503.mp4,0,0.0,-1,-1
TRAIN_0504,./train/TRAIN_0504.mp4,0,0.0,-1,-1
TRAIN_0505,./train/TRAIN_0505.mp4,7,1.0,0,0
TRAIN_0506,./train/TRAIN_0506.mp4,0,0.0,-1,-1
TRAIN_0507,./train/TRAIN_0507.mp4,8,1.0,0,1
TRAIN_0508,./train/TRAIN_0508.mp4,0,0.0,-1,-1
TRAIN_0509,./train/TRAIN_0509.mp4,0,0.0,-1,-1
TRAIN_0510,./train/TRAIN_0510.mp4,0,0.0,-1,-1
TRAIN_0511,./train/TRAIN_0511.mp4,0,0.0,-1,-1
TRAIN_0512,./train/TRAIN_0512.mp4,0,0.0,-1,-1
TRAIN_0513,./train/TRAIN_0513.mp4,0,0.0,-1,-1
TRAIN_0514,./train/TRAIN_0514.mp4,0,0.0,-1,-1
TRAIN_0515,./train/TRAIN_0515.mp4,0,0.0,-1,-1
TRAIN_0516,./train/TRAIN_0516.mp4,0,0.0,-1,-1
TRAIN_0517,./train/TRAIN_0517.mp4,1,2.0,0,0
TRAIN_0518,./train/TRAIN_0518.mp4,3,2.0,1,0
TRAIN_0519,./train/TRAIN_0519.mp4,3,2.0,1,0
TRAIN_0520,./train/TRAIN_0520.mp4,7,1.0,0,0
TRAIN_0521,./train/TRAIN_0521.mp4,1,2.0,0,0
TRAIN_0522,./train/TRAIN_0522.mp4,0,0.0,-1,-1
TRAIN_0523,./train/TRAIN_0523.mp4,0,0.0,-1,-1
TRAIN_0524,./train/TRAIN_0524.mp4,0,0.0,-1,-1
TRAIN_0525,./train/TRAIN_0525.mp4,0,0.0,-1,-1
TRAIN_0526,./train/TRAIN_0526.mp4,1,2.0,0,0
TRAIN_0527,./train/TRAIN_0527.mp4,0,0.0,-1,-1
TRAIN_0528,./train/TRAIN_0528.mp4,7,1.0,0,0
TRAIN_0529,./train/TRAIN_0529.mp4,0,0.0,-1,-1
TRAIN_0530,./train/TRAIN_0530.mp4,0,0.0,-1,-1
TRAIN_0531,./train/TRAIN_0531.mp4,0,0.0,-1,-1
TRAIN_0532,./train/TRAIN_0532.mp4,0,0.0,-1,-1
TRAIN_0533,./train/TRAIN_0533.mp4,0,0.0,-1,-1
TRAIN_0534,./train/TRAIN_0534.mp4,0,0.0,-1,-1
TRAIN_0535,./train/TRAIN_0535.mp4,0,0.0,-1,-1
TRAIN_0536,./train/TRAIN_0536.mp4,0,0.0,-1,-1
TRAIN_0537,./train/TRAIN_0537.mp4,1,2.0,0,0
TRAIN_0538,./train/TRAIN_0538.mp4,0,0.0,-1,-1
TRAIN_0539,./train/TRAIN_0539.mp4,0,0.0,-1,-1
TRAIN_0540,./train/TRAIN_0540.mp4,0,0.0,-1,-1
TRAIN_0541,./train/TRAIN_0541.mp4,0,0.0,-1,-1
TRAIN_0542,./train/TRAIN_0542.mp4,0,0.0,-1,-1
TRAIN_0543,./train/TRAIN_0543.mp4,0,0.0,-1,-1
TRAIN_0544,./train/TRAIN_0544.mp4,0,0.0,-1,-1
TRAIN_0545,./train/TRAIN_0545.mp4,7,1.0,0,0
TRAIN_0546,./train/TRAIN_0546.mp4,0,0.0,-1,-1
TRAIN_0547,./train/TRAIN_0547.mp4,0,0.0,-1,-1
TRAIN_0548,./train/TRAIN_0548.mp4,0,0.0,-1,-1
TRAIN_0549,./train/TRAIN_0549.mp4,0,0.0,-1,-1
TRAIN_0550,./train/TRAIN_0550.mp4,0,0.0,-1,-1
TRAIN_0551,./train/TRAIN_0551.mp4,7,1.0,0,0
TRAIN_0552,./train/TRAIN_0552.mp4,0,0.0,-1,-1
TRAIN_0553,./train/TRAIN_0553.mp4,7,1.0,0,0
TRAIN_0554,./train/TRAIN_0554.mp4,1,2.0,0,0
TRAIN_0555,./train/TRAIN_0555.mp4,0,0.0,-1,-1
TRAIN_0556,./train/TRAIN_0556.mp4,5,2.0,2,0
TRAIN_0557,./train/TRAIN_0557.mp4,0,0.0,-1,-1
TRAIN_0558,./train/TRAIN_0558.mp4,7,1.0,0,0
TRAIN_0559,./train/TRAIN_0559.mp4,3,2.0,1,0
TRAIN_0560,./train/TRAIN_0560.mp4,0,0.0,-1,-1
TRAIN_0561,./train/TRAIN_0561.mp4,0,0.0,-1,-1
TRAIN_0562,./train/TRAIN_0562.mp4,0,0.0,-1,-1
TRAIN_0563,./train/TRAIN_0563.mp4,7,1.0,0,0
TRAIN_0564,./train/TRAIN_0564.mp4,0,0.0,-1,-1
TRAIN_0565,./train/TRAIN_0565.mp4,0,0.0,-1,-1
TRAIN_0566,./train/TRAIN_0566.mp4,0,0.0,-1,-1
TRAIN_0567,./train/TRAIN_0567.mp4,0,0.0,-1,-1
TRAIN_0568,./train/TRAIN_0568.mp4,0,0.0,-1,-1
TRAIN_0569,./train/TRAIN_0569.mp4,1,2.0,0,0
TRAIN_0570,./train/TRAIN_0570.mp4,0,0.0,-1,-1
TRAIN_0571,./train/TRAIN_0571.mp4,7,1.0,0,0
TRAIN_0572,./train/TRAIN_0572.mp4,7,1.0,0,0
TRAIN_0573,./train/TRAIN_0573.mp4,0,0.0,-1,-1
TRAIN_0574,./train/TRAIN_0574.mp4,0,0.0,-1,-1
TRAIN_0575,./train/TRAIN_0575.mp4,0,0.0,-1,-1
TRAIN_0576,./train/TRAIN_0576.mp4,2,2.0,0,1
TRAIN_0577,./train/TRAIN_0577.mp4,2,2.0,0,1
TRAIN_0578,./train/TRAIN_0578.mp4,1,2.0,0,0
TRAIN_0579,./train/TRAIN_0579.mp4,0,0.0,-1,-1
TRAIN_0580,./train/TRAIN_0580.mp4,0,0.0,-1,-1
TRAIN_0581,./train/TRAIN_0581.mp4,0,0.0,-1,-1
TRAIN_0582,./train/TRAIN_0582.mp4,0,0.0,-1,-1
TRAIN_0583,./train/TRAIN_0583.mp4,0,0.0,-1,-1
TRAIN_0584,./train/TRAIN_0584.mp4,0,0.0,-1,-1
TRAIN_0585,./train/TRAIN_0585.mp4,0,0.0,-1,-1
TRAIN_0586,./train/TRAIN_0586.mp4,0,0.0,-1,-1
TRAIN_0587,./train/TRAIN_0587.mp4,1,2.0,0,0
TRAIN_0588,./train/TRAIN_0588.mp4,2,2.0,0,1
TRAIN_0589,./train/TRAIN_0589.mp4,0,0.0,-1,-1
TRAIN_0590,./train/TRAIN_0590.mp4,9,1.0,1,0
TRAIN_0591,./train/TRAIN_0591.mp4,0,0.0,-1,-1
TRAIN_0592,./train/TRAIN_0592.mp4,0,0.0,-1,-1
TRAIN_0593,./train/TRAIN_0593.mp4,0,0.0,-1,-1
TRAIN_0594,./train/TRAIN_0594.mp4,1,2.0,0,0
TRAIN_0595,./train/TRAIN_0595.mp4,0,0.0,-1,-1
TRAIN_0596,./train/TRAIN_0596.mp4,1,2.0,0,0
TRAIN_0597,./train/TRAIN_0597.mp4,7,1.0,0,0
TRAIN_0598,./train/TRAIN_0598.mp4,0,0.0,-1,-1
TRAIN_0599,./train/TRAIN_0599.mp4,7,1.0,0,0
TRAIN_0600,./train/TRAIN_0600.mp4,0,0.0,-1,-1
TRAIN_0601,./train/TRAIN_0601.mp4,0,0.0,-1,-1
TRAIN_0602,./train/TRAIN_0602.mp4,7,1.0,0,0
TRAIN_0603,./train/TRAIN_0603.mp4,0,0.0,-1,-1
TRAIN_0604,./train/TRAIN_0604.mp4,0,0.0,-1,-1
TRAIN_0605,./train/TRAIN_0605.mp4,0,0.0,-1,-1
TRAIN_0606,./train/TRAIN_0606.mp4,4,2.0,1,1
TRAIN_0607,./train/TRAIN_0607.mp4,0,0.0,-1,-1
TRAIN_0608,./train/TRAIN_0608.mp4,0,0.0,-1,-1
TRAIN_0609,./train/TRAIN_0609.mp4,0,0.0,-1,-1
TRAIN_0610,./train/TRAIN_0610.mp4,0,0.0,-1,-1
TRAIN_0611,./train/TRAIN_0611.mp4,0,0.0,-1,-1
TRAIN_0612,./train/TRAIN_0612.mp4,0,0.0,-1,-1
TRAIN_0613,./train/TRAIN_0613.mp4,0,0.0,-1,-1
TRAIN_0614,./train/TRAIN_0614.mp4,0,0.0,-1,-1
TRAIN_0615,./train/TRAIN_0615.mp4,0,0.0,-1,-1
TRAIN_0616,./train/TRAIN_0616.mp4,0,0.0,-1,-1
TRAIN_0617,./train/TRAIN_0617.mp4,8,1.0,0,1
TRAIN_0618,./train/TRAIN_0618.mp4,0,0.0,-1,-1
TRAIN_0619,./train/TRAIN_0619.mp4,0,0.0,-1,-1
TRAIN_0620,./train/TRAIN_0620.mp4,1,2.0,0,0
TRAIN_0621,./train/TRAIN_0621.mp4,7,1.0,0,0
TRAIN_0622,./train/TRAIN_0622.mp4,0,0.0,-1,-1
TRAIN_0623,./train/TRAIN_0623.mp4,1,2.0,0,0
TRAIN_0624,./train/TRAIN_0624.mp4,1,2.0,0,0
TRAIN_0625,./train/TRAIN_0625.mp4,10,1.0,1,1
TRAIN_0626,./train/TRAIN_0626.mp4,0,0.0,-1,-1
TRAIN_0627,./train/TRAIN_0627.mp4,0,0.0,-1,-1
TRAIN_0628,./train/TRAIN_0628.mp4,7,1.0,0,0
TRAIN_0629,./train/TRAIN_0629.mp4,0,0.0,-1,-1
TRAIN_0630,./train/TRAIN_0630.mp4,2,2.0,0,1
TRAIN_0631,./train/TRAIN_0631.mp4,7,1.0,0,0
TRAIN_0632,./train/TRAIN_0632.mp4,3,2.0,1,0
TRAIN_0633,./train/TRAIN_0633.mp4,0,0.0,-1,-1
TRAIN_0634,./train/TRAIN_0634.mp4,0,0.0,-1,-1
TRAIN_0635,./train/TRAIN_0635.mp4,0,0.0,-1,-1
TRAIN_0636,./train/TRAIN_0636.mp4,7,1.0,0,0
TRAIN_0637,./train/TRAIN_0637.mp4,0,0.0,-1,-1
TRAIN_0638,./train/TRAIN_0638.mp4,0,0.0,-1,-1
TRAIN_0639,./train/TRAIN_0639.mp4,3,2.0,1,0
TRAIN_0640,./train/TRAIN_0640.mp4,0,0.0,-1,-1
TRAIN_0641,./train/TRAIN_0641.mp4,0,0.0,-1,-1
TRAIN_0642,./train/TRAIN_0642.mp4,0,0.0,-1,-1
TRAIN_0643,./train/TRAIN_0643.mp4,0,0.0,-1,-1
TRAIN_0644,./train/TRAIN_0644.mp4,1,2.0,0,0
TRAIN_0645,./train/TRAIN_0645.mp4,7,1.0,0,0
TRAIN_0646,./train/TRAIN_0646.mp4,0,0.0,-1,-1
TRAIN_0647,./train/TRAIN_0647.mp4,0,0.0,-1,-1
TRAIN_0648,./train/TRAIN_0648.mp4,7,1.0,0,0
TRAIN_0649,./train/TRAIN_0649.mp4,0,0.0,-1,-1
TRAIN_0650,./train/TRAIN_0650.mp4,0,0.0,-1,-1
TRAIN_0651,./train/TRAIN_0651.mp4,0,0.0,-1,-1
TRAIN_0652,./train/TRAIN_0652.mp4,1,2.0,0,0
TRAIN_0653,./train/TRAIN_0653.mp4,1,2.0,0,0
TRAIN_0654,./train/TRAIN_0654.mp4,0,0.0,-1,-1
TRAIN_0655,./train/TRAIN_0655.mp4,0,0.0,-1,-1
TRAIN_0656,./train/TRAIN_0656.mp4,0,0.0,-1,-1
TRAIN_0657,./train/TRAIN_0657.mp4,11,1.0,2,0
TRAIN_0658,./train/TRAIN_0658.mp4,0,0.0,-1,-1
TRAIN_0659,./train/TRAIN_0659.mp4,0,0.0,-1,-1
TRAIN_0660,./train/TRAIN_0660.mp4,0,0.0,-1,-1
TRAIN_0661,./train/TRAIN_0661.mp4,0,0.0,-1,-1
TRAIN_0662,./train/TRAIN_0662.mp4,1,2.0,0,0
TRAIN_0663,./train/TRAIN_0663.mp4,0,0.0,-1,-1
TRAIN_0664,./train/TRAIN_0664.mp4,0,0.0,-1,-1
TRAIN_0665,./train/TRAIN_0665.mp4,7,1.0,0,0
TRAIN_0666,./train/TRAIN_0666.mp4,0,0.0,-1,-1
TRAIN_0667,./train/TRAIN_0667.mp4,7,1.0,0,0
TRAIN_0668,./train/TRAIN_0668.mp4,7,1.0,0,0
TRAIN_0669,./train/TRAIN_0669.mp4,0,0.0,-1,-1
TRAIN_0670,./train/TRAIN_0670.mp4,0,0.0,-1,-1
TRAIN_0671,./train/TRAIN_0671.mp4,0,0.0,-1,-1
TRAIN_0672,./train/TRAIN_0672.mp4,0,0.0,-1,-1
TRAIN_0673,./train/TRAIN_0673.mp4,0,0.0,-1,-1
TRAIN_0674,./train/TRAIN_0674.mp4,3,2.0,1,0
TRAIN_0675,./train/TRAIN_0675.mp4,0,0.0,-1,-1
TRAIN_0676,./train/TRAIN_0676.mp4,0,0.0,-1,-1
TRAIN_0677,./train/TRAIN_0677.mp4,0,0.0,-1,-1
TRAIN_0678,./train/TRAIN_0678.mp4,0,0.0,-1,-1
TRAIN_0679,./train/TRAIN_0679.mp4,0,0.0,-1,-1
TRAIN_0680,./train/TRAIN_0680.mp4,1,2.0,0,0
TRAIN_0681,./train/TRAIN_0681.mp4,0,0.0,-1,-1
TRAIN_0682,./train/TRAIN_0682.mp4,11,1.0,2,0
TRAIN_0683,./train/TRAIN_0683.mp4,0,0.0,-1,-1
TRAIN_0684,./train/TRAIN_0684.mp4,2,2.0,0,1
TRAIN_0685,./train/TRAIN_0685.mp4,6,2.0,2,1
TRAIN_0686,./train/TRAIN_0686.mp4,0,0.0,-1,-1
TRAIN_0687,./train/TRAIN_0687.mp4,0,0.0,-1,-1
TRAIN_0688,./train/TRAIN_0688.mp4,0,0.0,-1,-1
TRAIN_0689,./train/TRAIN_0689.mp4,0,0.0,-1,-1
TRAIN_0690,./train/TRAIN_0690.mp4,7,1.0,0,0
TRAIN_0691,./train/TRAIN_0691.mp4,1,2.0,0,0
TRAIN_0692,./train/TRAIN_0692.mp4,0,0.0,-1,-1
TRAIN_0693,./train/TRAIN_0693.mp4,2,2.0,0,1
TRAIN_0694,./train/TRAIN_0694.mp4,0,0.0,-1,-1
TRAIN_0695,./train/TRAIN_0695.mp4,0,0.0,-1,-1
TRAIN_0696,./train/TRAIN_0696.mp4,0,0.0,-1,-1
TRAIN_0697,./train/TRAIN_0697.mp4,0,0.0,-1,-1
TRAIN_0698,./train/TRAIN_0698.mp4,0,0.0,-1,-1
TRAIN_0699,./train/TRAIN_0699.mp4,5,2.0,2,0
TRAIN_0700,./train/TRAIN_0700.mp4,1,2.0,0,0
TRAIN_0701,./train/TRAIN_0701.mp4,0,0.0,-1,-1
TRAIN_0702,./train/TRAIN_0702.mp4,0,0.0,-1,-1
TRAIN_0703,./train/TRAIN_0703.mp4,0,0.0,-1,-1
TRAIN_0704,./train/TRAIN_0704.mp4,1,2.0,0,0
TRAIN_0705,./train/TRAIN_0705.mp4,7,1.0,0,0
TRAIN_0706,./train/TRAIN_0706.mp4,7,1.0,0,0
TRAIN_0707,./train/TRAIN_0707.mp4,0,0.0,-1,-1
TRAIN_0708,./train/TRAIN_0708.mp4,0,0.0,-1,-1
TRAIN_0709,./train/TRAIN_0709.mp4,0,0.0,-1,-1
TRAIN_0710,./train/TRAIN_0710.mp4,0,0.0,-1,-1
TRAIN_0711,./train/TRAIN_0711.mp4,0,0.0,-1,-1
TRAIN_0712,./train/TRAIN_0712.mp4,0,0.0,-1,-1
TRAIN_0713,./train/TRAIN_0713.mp4,9,1.0,1,0
TRAIN_0714,./train/TRAIN_0714.mp4,0,0.0,-1,-1
TRAIN_0715,./train/TRAIN_0715.mp4,0,0.0,-1,-1
TRAIN_0716,./train/TRAIN_0716.mp4,1,2.0,0,0
TRAIN_0717,./train/TRAIN_0717.mp4,0,0.0,-1,-1
TRAIN_0718,./train/TRAIN_0718.mp4,2,2.0,0,1
TRAIN_0719,./train/TRAIN_0719.mp4,0,0.0,-1,-1
TRAIN_0720,./train/TRAIN_0720.mp4,7,1.0,0,0
TRAIN_0721,./train/TRAIN_0721.mp4,0,0.0,-1,-1
TRAIN_0722,./train/TRAIN_0722.mp4,0,0.0,-1,-1
TRAIN_0723,./train/TRAIN_0723.mp4,0,0.0,-1,-1
TRAIN_0724,./train/TRAIN_0724.mp4,0,0.0,-1,-1
TRAIN_0725,./train/TRAIN_0725.mp4,11,1.0,2,0
TRAIN_0726,./train/TRAIN_0726.mp4,0,0.0,-1,-1
TRAIN_0727,./train/TRAIN_0727.mp4,0,0.0,-1,-1
TRAIN_0728,./train/TRAIN_0728.mp4,1,2.0,0,0
TRAIN_0729,./train/TRAIN_0729.mp4,0,0.0,-1,-1
TRAIN_0730,./train/TRAIN_0730.mp4,0,0.0,-1,-1
TRAIN_0731,./train/TRAIN_0731.mp4,0,0.0,-1,-1
TRAIN_0732,./train/TRAIN_0732.mp4,0,0.0,-1,-1
TRAIN_0733,./train/TRAIN_0733.mp4,0,0.0,-1,-1
TRAIN_0734,./train/TRAIN_0734.mp4,0,0.0,-1,-1
TRAIN_0735,./train/TRAIN_0735.mp4,0,0.0,-1,-1
TRAIN_0736,./train/TRAIN_0736.mp4,0,0.0,-1,-1
TRAIN_0737,./train/TRAIN_0737.mp4,0,0.0,-1,-1
TRAIN_0738,./train/TRAIN_0738.mp4,0,0.0,-1,-1
TRAIN_0739,./train/TRAIN_0739.mp4,0,0.0,-1,-1
TRAIN_0740,./train/TRAIN_0740.mp4,1,2.0,0,0
TRAIN_0741,./train/TRAIN_0741.mp4,0,0.0,-1,-1
TRAIN_0742,./train/TRAIN_0742.mp4,0,0.0,-1,-1
TRAIN_0743,./train/TRAIN_0743.mp4,1,2.0,0,0
TRAIN_0744,./train/TRAIN_0744.mp4,0,0.0,-1,-1
TRAIN_0745,./train/TRAIN_0745.mp4,0,0.0,-1,-1
TRAIN_0746,./train/TRAIN_0746.mp4,0,0.0,-1,-1
TRAIN_0747,./train/TRAIN_0747.mp4,1,2.0,0,0
TRAIN_0748,./train/TRAIN_0748.mp4,1,2.0,0,0
TRAIN_0749,./train/TRAIN_0749.mp4,1,2.0,0,0
TRAIN_0750,./train/TRAIN_0750.mp4,2,2.0,0,1
TRAIN_0751,./train/TRAIN_0751.mp4,0,0.0,-1,-1
TRAIN_0752,./train/TRAIN_0752.mp4,1,2.0,0,0
TRAIN_0753,./train/TRAIN_0753.mp4,0,0.0,-1,-1
TRAIN_0754,./train/TRAIN_0754.mp4,0,0.0,-1,-1
TRAIN_0755,./train/TRAIN_0755.mp4,0,0.0,-1,-1
TRAIN_0756,./train/TRAIN_0756.mp4,0,0.0,-1,-1
TRAIN_0757,./train/TRAIN_0757.mp4,0,0.0,-1,-1
TRAIN_0758,./train/TRAIN_0758.mp4,0,0.0,-1,-1
TRAIN_0759,./train/TRAIN_0759.mp4,0,0.0,-1,-1
TRAIN_0760,./train/TRAIN_0760.mp4,3,2.0,1,0
TRAIN_0761,./train/TRAIN_0761.mp4,11,1.0,2,0
TRAIN_0762,./train/TRAIN_0762.mp4,1,2.0,0,0
TRAIN_0763,./train/TRAIN_0763.mp4,0,0.0,-1,-1
TRAIN_0764,./train/TRAIN_0764.mp4,0,0.0,-1,-1
TRAIN_0765,./train/TRAIN_0765.mp4,0,0.0,-1,-1
TRAIN_0766,./train/TRAIN_0766.mp4,0,0.0,-1,-1
TRAIN_0767,./train/TRAIN_0767.mp4,1,2.0,0,0
